transaction_id,customer_id,product_id,transaction_date
10892,831854,170277,2015-08-04
8064,145261,388536,2015-08-04
14989,127452,121835,2015-08-04
7671,180648,457970,2015-08-04
8603,615132,168927,2015-08-05
2409,429169,374759,2015-08-05
2424,615132,162745,2015-08-05
5946,423185,199931,2015-08-04
6022,197491,150215,2015-08-05
13957,532641,213738,2015-08-04
9744,1385073,312130,2015-08-04
7431,241356,397949,2015-08-05
1410,1385073,322506,2015-08-04
11711,1130351,10148,2015-08-04
14931,271486,256721,2015-08-04
335,1308763,456986,2015-08-04
13910,360552,367490,2015-08-04
10799,828219,6853,2015-08-04
5370,1293358,172977,2015-08-04
3965,1385073,356743,2015-08-04
5160,705542,449559,2015-08-04
881,939279,448020,2015-08-05
5512,720561,393799,2015-08-05
13956,615132,427777,2015-08-05
4299,213330,188550,2015-08-04
4773,322310,9877,2015-08-04
13181,1293358,98051,2015-08-04
12170,1368970,213695,2015-08-05
16552,37972,373842,2015-08-05
2174,1385073,108390,2015-08-04
3223,902303,425705,2015-08-04
15914,778118,260426,2015-08-04
15685,59209,271151,2015-08-05
14185,615132,389682,2015-08-05
4736,519346,78704,2015-08-05
6939,1368970,213695,2015-08-05
13323,374700,427103,2015-08-05
6848,94182,461686,2015-08-05
11877,615132,155485,2015-08-05
10605,152963,372188,2015-08-05
10962,1146169,183758,2015-08-05
12956,705542,150236,2015-08-04
5012,1293358,44208,2015-08-04
3815,1293358,349002,2015-08-04
12634,1375685,99117,2015-08-05
5513,119827,20932,2015-08-05
8797,615132,78729,2015-08-05
4352,162313,424265,2015-08-05
10149,705542,173938,2015-08-04
1689,1293358,227667,2015-08-04
10300,688825,109025,2015-08-04
229,1385073,176923,2015-08-04
1319,1293141,138816,2015-08-04
10524,1385073,400077,2015-08-04
5599,861299,275625,2015-08-04
3884,563104,458019,2015-08-04
6401,678935,546,2015-08-04
10056,109184,246636,2015-08-04
10056,109184,24089,2015-08-04
8064,145261,201955,2015-08-04
16122,498856,92466,2015-08-04
17119,1385073,204790,2015-08-04
2984,399094,382848,2015-08-04
5687,1352723,465616,2015-08-04
17645,480198,323896,2015-08-04
14931,271486,92805,2015-08-04
9744,1385073,272455,2015-08-04
8875,35623,196484,2015-08-05
7366,821982,36119,2015-08-05
15742,1245726,223582,2015-08-05
15499,106381,84310,2015-08-05
5938,498856,215172,2015-08-04
7281,1385073,439352,2015-08-04
8181,567340,74009,2015-08-04
6578,175940,364166,2015-08-04
1177,1385073,217425,2015-08-04
16562,969845,427357,2015-08-05
5222,458069,178935,2015-08-05
10605,152963,277247,2015-08-05
2868,615132,19545,2015-08-05
3482,88183,4442,2015-08-05
12956,705542,22347,2015-08-04
16391,42261,162745,2015-08-05
12634,1375685,85791,2015-08-05
12634,1375685,266032,2015-08-05
3851,1407110,360922,2015-08-05
1797,792479,368314,2015-08-05
6020,152963,104891,2015-08-05
8831,622534,26634,2015-08-04
15444,346862,29757,2015-08-04
10373,818734,110403,2015-08-04
14989,127452,359910,2015-08-04
6299,895999,135311,2015-08-04
2864,483316,389682,2015-08-05
17415,807462,173938,2015-08-05
843,993282,18846,2015-08-05
1137,887007,19349,2015-08-05
9856,1293358,246117,2015-08-04
2504,930694,341018,2015-08-04
13681,533484,379634,2015-08-04
1949,113314,275294,2015-08-05
17185,744118,330045,2015-08-05
8582,1056162,128745,2015-08-04
16770,800426,250589,2015-08-04
580,1343903,31791,2015-08-04
17509,179362,441265,2015-08-04
8596,705542,275625,2015-08-04
12634,1375685,317226,2015-08-05
12634,1375685,196395,2015-08-05
16921,621720,161613,2015-08-04
10524,1385073,75922,2015-08-04
16129,542156,139725,2015-08-04
876,904736,333804,2015-08-04
5160,705542,136329,2015-08-04
3826,973243,239494,2015-08-04
10985,173019,193545,2015-08-04
4712,1231186,259357,2015-08-04
3123,253213,328278,2015-08-04
881,939279,400077,2015-08-05
4186,615132,461614,2015-08-05
10373,818734,408132,2015-08-04
16756,300421,56630,2015-08-04
8874,768875,446849,2015-08-05
17339,550370,239538,2015-08-05
10665,705542,216391,2015-08-04
10665,705542,205313,2015-08-04
8875,35623,175142,2015-08-05
7431,241356,181315,2015-08-05
3607,1269725,354233,2015-08-05
4086,911377,144704,2015-08-05
10459,803016,339703,2015-08-05
6706,969845,427357,2015-08-05
10923,969655,73898,2015-08-04
11644,688645,327797,2015-08-04
16104,152963,352230,2015-08-04
10056,109184,321379,2015-08-04
7044,175709,228083,2015-08-04
5909,861299,172282,2015-08-05
3625,767178,363285,2015-08-05
8833,634183,196800,2015-08-05
2895,412091,72031,2015-08-05
16916,861299,371585,2015-08-05
14878,964794,274358,2015-08-05
9253,861299,363663,2015-08-05
4018,861299,397692,2015-08-05
14783,173863,322489,2015-08-06
15403,861299,23332,2015-08-05
6937,1095124,116475,2015-08-05
2522,355934,4538,2015-08-06
13176,610819,352115,2015-08-06
12500,1254379,156436,2015-08-06
12500,1254379,164121,2015-08-06
3220,1183536,59211,2015-08-05
15368,705542,338660,2015-08-05
12654,1044986,441852,2015-08-05
17001,530559,350724,2015-08-05
16873,530559,247483,2015-08-05
116,137285,163751,2015-08-05
641,964794,9877,2015-08-05
15404,745007,372254,2015-08-06
3116,34705,278586,2015-08-05
1355,705542,303573,2015-08-05
6630,864696,416399,2015-08-05
11094,725007,279087,2015-08-06
5850,512281,432925,2015-08-06
1526,900715,265872,2015-08-06
16352,861299,183087,2015-08-06
4395,1126793,408305,2015-08-06
6897,1385073,367514,2015-08-06
4550,731376,427777,2015-08-06
4549,843284,413874,2015-08-06
678,681231,214187,2015-08-06
1406,918585,4950,2015-08-06
6044,1153564,444190,2015-08-05
14578,1176924,2455,2015-08-05
11027,450966,315158,2015-08-05
12294,795423,183758,2015-08-05
2906,964794,222888,2015-08-05
6750,500130,369158,2015-08-05
10996,163156,146471,2015-08-05
3198,1286525,60957,2015-08-05
10517,685665,34250,2015-08-05
10357,964794,258600,2015-08-05
15368,705542,215505,2015-08-05
15779,414307,102471,2015-08-05
78,1254278,288525,2015-08-05
12520,883093,316255,2015-08-05
12500,1254379,142076,2015-08-06
12500,1254379,415236,2015-08-06
12164,264044,139740,2015-08-06
1597,152963,212060,2015-08-05
2262,693975,2455,2015-08-05
4284,250146,461686,2015-08-05
3883,1040266,109025,2015-08-05
6608,800138,345086,2015-08-06
17363,705542,393252,2015-08-05
4170,1146169,183758,2015-08-05
4287,964794,144936,2015-08-05
6673,861299,21746,2015-08-05
305,242654,361142,2015-08-06
305,242654,373823,2015-08-06
5115,346435,328848,2015-08-06
1492,1102311,424506,2015-08-06
6940,202835,192413,2015-08-06
15469,861299,246838,2015-08-05
7669,888469,99688,2015-08-05
181,794751,363210,2015-08-05
15368,705542,116624,2015-08-05
5508,780392,417673,2015-08-05
4328,542156,401765,2015-08-05
10357,964794,279402,2015-08-05
10357,964794,461686,2015-08-05
4549,843284,358348,2015-08-06
993,516563,308283,2015-08-05
12585,15852,182665,2015-08-05
12439,1136709,429595,2015-08-05
6026,1367706,150215,2015-08-05
8892,302094,413874,2015-08-05
12006,734226,185346,2015-08-05
3942,1084018,147807,2015-08-05
54,152963,330506,2015-08-05
4061,1084018,147807,2015-08-05
8246,163156,146471,2015-08-06
8931,152963,433305,2015-08-06
13380,246796,217328,2015-08-05
12500,1254379,164681,2015-08-06
15997,105552,270081,2015-08-05
9253,861299,350140,2015-08-05
2951,1269810,115284,2015-08-05
6345,1192580,450760,2015-08-05
4481,530559,333792,2015-08-05
14418,264810,325310,2015-08-06
2879,460170,241940,2015-08-06
6044,1153564,398762,2015-08-05
6044,1153564,330469,2015-08-05
15708,1153564,398762,2015-08-05
7115,710895,430397,2015-08-05
6673,861299,449912,2015-08-05
5453,344293,174896,2015-08-05
10478,543762,464751,2015-08-05
5508,780392,461686,2015-08-05
15372,926397,128132,2015-08-05
11245,530559,245349,2015-08-05
13081,1126569,118754,2015-08-05
6420,152963,67719,2015-08-05
16970,407086,67486,2015-08-05
7669,888469,369040,2015-08-05
3743,257462,426550,2015-08-06
4821,1112013,73091,2015-08-06
1511,861299,3188,2015-08-06
993,516563,388318,2015-08-05
10617,1318049,91888,2015-08-05
15141,845909,254418,2015-08-05
4199,400794,141755,2015-08-06
1983,861299,17700,2015-08-06
17652,802702,180380,2015-08-05
4877,86005,100431,2015-08-05
6740,861299,106027,2015-08-05
8076,861299,51792,2015-08-05
2408,110606,219512,2015-08-05
17424,209395,450758,2015-08-05
8931,152963,377868,2015-08-06
8931,152963,208820,2015-08-06
17441,821436,373842,2015-08-06
10591,107007,378862,2015-08-05
1597,152963,383864,2015-08-05
13380,246796,444177,2015-08-05
4481,530559,21013,2015-08-05
4284,250146,171878,2015-08-05
9253,861299,352559,2015-08-05
9253,861299,337286,2015-08-05
8977,1149521,175885,2015-08-05
17337,881061,240558,2015-08-06
4565,443006,393689,2015-08-06
11714,1385073,78163,2015-08-06
12432,861299,71800,2015-08-05
15572,173863,253602,2015-08-05
15708,1153564,330469,2015-08-05
9233,1044842,349470,2015-08-06
2571,1289841,11976,2015-08-06
305,242654,450082,2015-08-06
9624,1102467,1931,2015-08-06
10028,152963,45317,2015-08-05
9253,861299,130828,2015-08-05
9253,861299,103645,2015-08-05
6849,204328,324694,2015-08-05
79,964794,189764,2015-08-05
2808,689266,9877,2015-08-06
16005,1009686,417927,2015-08-06
14709,152963,89087,2015-08-06
9586,955081,436485,2015-08-06
1597,152963,98962,2015-08-05
9223,884674,119538,2015-08-05
12500,1254379,351641,2015-08-06
1720,1126793,406116,2015-08-06
8931,152963,199348,2015-08-06
3767,1088211,10966,2015-08-06
308,1103783,183758,2015-08-06
16991,861299,167543,2015-08-06
15221,152963,197561,2015-08-05
4037,609294,250019,2015-08-05
10677,964794,107020,2015-08-05
13499,341179,289043,2015-08-05
16099,863203,216044,2015-08-05
12520,883093,10516,2015-08-05
1558,861299,22568,2015-08-05
10478,543762,41662,2015-08-05
5453,344293,218973,2015-08-05
5328,152963,33087,2015-08-05
6750,500130,301721,2015-08-05
6750,500130,216266,2015-08-05
7225,450098,114177,2015-08-05
15708,1153564,444190,2015-08-05
7511,964794,17478,2015-08-05
280,579349,162745,2015-08-05
3130,861299,429765,2015-08-05
9819,1092403,84310,2015-08-06
8645,1307375,392408,2015-08-05
6166,256821,151508,2015-08-05
1538,432335,348620,2015-08-05
6167,775821,225856,2015-08-05
12520,883093,51969,2015-08-05
4320,530559,249247,2015-08-05
78,1254278,81944,2015-08-05
7528,156674,248455,2015-08-05
11410,954541,375822,2015-08-05
1802,1385073,424387,2015-08-05
15368,705542,119736,2015-08-05
90,1337038,367447,2015-08-06
990,219932,118742,2015-08-06
11566,1041389,461686,2015-08-06
16834,1038646,72435,2015-08-06
1511,861299,224166,2015-08-06
2611,588708,361956,2015-08-06
7861,750808,230616,2015-08-06
5232,861299,119942,2015-08-06
11613,152963,421702,2015-08-06
6370,312233,89688,2015-08-06
10988,861299,104116,2015-08-06
16322,1271092,380226,2015-08-06
16822,152963,420960,2015-08-06
4284,250146,218794,2015-08-05
2668,940445,219512,2015-08-05
6750,500130,258613,2015-08-05
935,17028,258155,2015-08-05
9897,735322,411486,2015-08-05
5529,859964,393111,2015-08-05
2300,686262,213954,2015-08-05
13809,777942,259011,2015-08-05
17337,881061,60330,2015-08-06
17337,881061,43022,2015-08-06
15503,964767,2455,2015-08-06
1951,1382778,178250,2015-08-07
2379,702866,255708,2015-08-06
4802,754666,338794,2015-08-06
4640,592330,292538,2015-08-06
10351,698958,130800,2015-08-06
10748,771722,457018,2015-08-06
13285,851095,294351,2015-08-06
1006,530559,190806,2015-08-06
16879,1150086,408172,2015-08-07
14145,1150086,294284,2015-08-07
17343,323896,334047,2015-08-07
7713,837657,391472,2015-08-07
7773,901963,443755,2015-08-06
5618,488020,235018,2015-08-06
13884,1267084,190814,2015-08-06
1951,1382778,436710,2015-08-07
16360,1150086,279257,2015-08-07
8963,336149,224625,2015-08-06
14474,1150086,352723,2015-08-06
9244,1175782,299113,2015-08-06
2625,19206,288340,2015-08-07
218,1104456,60080,2015-08-06
218,1104456,260966,2015-08-06
16482,791551,390591,2015-08-06
10729,1255688,220540,2015-08-06
12510,862608,74570,2015-08-06
2599,578528,337698,2015-08-07
1263,828218,158829,2015-08-07
2599,578528,37029,2015-08-07
179,1243262,258901,2015-08-07
3387,647987,397642,2015-08-07
10623,1365706,227311,2015-08-07
8209,1150086,391952,2015-08-06
2927,1005153,420960,2015-08-06
2817,1150086,153574,2015-08-06
8946,152963,373861,2015-08-06
8955,1069361,424512,2015-08-06
15719,673950,461686,2015-08-07
7495,1115616,422679,2015-08-06
899,152963,183068,2015-08-06
8063,86049,390645,2015-08-07
4469,334686,150439,2015-08-07
16232,700066,455570,2015-08-07
9018,356571,323381,2015-08-07
5618,488020,57267,2015-08-06
3792,530559,317557,2015-08-06
16863,292706,352115,2015-08-06
11382,43643,21674,2015-08-06
4768,129198,187132,2015-08-06
15503,964767,178355,2015-08-06
1951,1382778,69410,2015-08-07
6003,625091,313714,2015-08-06
7690,152963,407320,2015-08-06
9611,792208,331910,2015-08-06
5594,827184,123964,2015-08-06
13110,63140,178358,2015-08-06
16863,292706,225829,2015-08-06
14310,463366,462206,2015-08-06
10061,530559,32344,2015-08-06
1584,122598,56570,2015-08-06
2671,781583,456166,2015-08-07
10668,964404,377869,2015-08-06
14873,1183770,58086,2015-08-07
12291,616066,281544,2015-08-07
1136,817080,322717,2015-08-07
1734,1150086,127751,2015-08-07
7713,837657,134767,2015-08-07
12404,1364130,224120,2015-08-07
970,65737,441852,2015-08-06
15523,450702,260042,2015-08-06
3639,826958,426947,2015-08-06
950,1150086,241940,2015-08-06
3679,1079932,266900,2015-08-06
11481,152963,2455,2015-08-06
15331,152963,406609,2015-08-06
10402,1150086,310944,2015-08-06
9608,515719,19349,2015-08-06
7891,1150086,50648,2015-08-07
10138,1146520,378901,2015-08-07
16879,1150086,123541,2015-08-07
15508,1398624,174923,2015-08-06
4914,624006,137189,2015-08-06
2599,578528,247908,2015-08-07
4469,334686,453432,2015-08-07
13378,699342,231501,2015-08-07
2667,173863,354889,2015-08-06
15540,173863,314990,2015-08-06
3984,1340866,390591,2015-08-07
13786,1340866,86508,2015-08-07
2139,209453,226776,2015-08-06
3644,422169,222556,2015-08-07
15331,152963,229984,2015-08-06
12356,152963,295448,2015-08-06
9180,152963,137787,2015-08-06
13607,753438,268883,2015-08-06
13654,530559,248455,2015-08-06
11506,1404086,457180,2015-08-06
12378,1219276,207907,2015-08-06
11805,863183,285729,2015-08-06
12024,336149,224625,2015-08-06
8857,550243,227928,2015-08-06
3679,1079932,308438,2015-08-06
1020,1150086,104634,2015-08-06
6566,152963,207572,2015-08-06
2030,530559,29825,2015-08-06
3020,181727,130304,2015-08-07
3280,1126439,222326,2015-08-07
8381,261643,461686,2015-08-07
10367,152963,323578,2015-08-06
14747,784049,174815,2015-08-06
14747,784049,303828,2015-08-06
4634,1064813,310620,2015-08-06
11741,152963,345613,2015-08-06
16076,1336078,279332,2015-08-07
6783,1315056,124478,2015-08-06
16250,100852,4001,2015-08-07
15728,263746,338794,2015-08-07
15486,702866,255708,2015-08-06
4597,686940,65437,2015-08-06
3370,450702,260042,2015-08-06
15855,112578,275434,2015-08-06
10729,1255688,57593,2015-08-06
8696,316850,248455,2015-08-06
12973,1018616,418609,2015-08-06
8855,520459,178274,2015-08-06
2634,1070060,2567,2015-08-07
9187,17857,152100,2015-08-07
15705,432345,247280,2015-08-07
14810,1365706,227311,2015-08-07
14873,1183770,29196,2015-08-07
6769,167101,104891,2015-08-07
179,1243262,290003,2015-08-07
4469,334686,364328,2015-08-07
5086,242567,147879,2015-08-07
3792,530559,444363,2015-08-06
12353,832527,339808,2015-08-06
976,176939,374101,2015-08-08
8050,683086,152627,2015-08-07
16326,614943,243875,2015-08-07
10137,114915,331526,2015-08-07
8605,381045,21529,2015-08-08
10166,198045,111052,2015-08-08
9519,359448,207907,2015-08-08
8382,1150086,37976,2015-08-08
2404,1150086,338461,2015-08-07
316,1204368,202268,2015-08-07
44,6468,289096,2015-08-07
5303,502170,318274,2015-08-07
12803,173863,33912,2015-08-07
3503,152963,266512,2015-08-07
11616,761783,264306,2015-08-07
7701,947609,131611,2015-08-07
12344,152963,216930,2015-08-07
7201,346366,302239,2015-08-07
17476,144849,406100,2015-08-07
3353,144849,406100,2015-08-07
9311,836186,149822,2015-08-07
11087,938411,375822,2015-08-07
4892,802379,257040,2015-08-08
4139,1210136,396732,2015-08-08
15440,266892,325310,2015-08-08
1224,152963,125831,2015-08-08
2157,1150086,355752,2015-08-07
10126,555329,301634,2015-08-07
10885,1365706,227311,2015-08-07
6056,1169689,63406,2015-08-07
15151,1150086,245158,2015-08-07
12274,705542,320130,2015-08-07
9952,1255966,301462,2015-08-07
10297,1071121,374893,2015-08-08
15543,642130,10572,2015-08-07
44,6468,108343,2015-08-07
5908,218274,134191,2015-08-07
11583,152963,92300,2015-08-07
15800,152963,375150,2015-08-07
17476,144849,268490,2015-08-07
15959,1243437,57841,2015-08-07
6429,152963,214757,2015-08-07
9852,1331702,240248,2015-08-07
10578,802043,199568,2015-08-07
17154,901880,320130,2015-08-07
11660,705542,119736,2015-08-07
6798,793091,351397,2015-08-07
11685,1245733,342642,2015-08-07
11783,1396374,346996,2015-08-07
74,1150086,137305,2015-08-07
15300,115257,96813,2015-08-07
15300,115257,84151,2015-08-07
14093,1365706,155097,2015-08-07
6056,1169689,461686,2015-08-07
6056,1169689,125275,2015-08-07
17545,705542,340800,2015-08-07
5607,539833,8634,2015-08-08
12062,615132,446476,2015-08-08
4554,98492,216425,2015-08-08
2425,988441,418609,2015-08-07
15088,598404,279719,2015-08-07
6140,705542,331644,2015-08-07
15543,642130,357529,2015-08-07
14084,152963,239016,2015-08-07
44,6468,65273,2015-08-07
10666,152963,356668,2015-08-07
11469,1340231,27127,2015-08-07
1981,761783,272152,2015-08-07
9171,1150086,263182,2015-08-08
13480,646402,399592,2015-08-07
15300,115257,275705,2015-08-07
15300,115257,465606,2015-08-07
9671,400991,294807,2015-08-07
736,1197194,217605,2015-08-07
10052,602886,461686,2015-08-07
11743,204276,226089,2015-08-07
5748,1313638,79748,2015-08-07
3353,144849,406100,2015-08-07
15151,1150086,236385,2015-08-07
13112,1277990,35278,2015-08-07
14655,761783,303142,2015-08-07
4139,1210136,176669,2015-08-08
3887,152963,213306,2015-08-08
5186,1150086,353373,2015-08-08
8893,1094034,252031,2015-08-08
842,937709,297765,2015-08-08
2835,808303,96598,2015-08-08
544,980166,461686,2015-08-08
8024,328055,263188,2015-08-08
8607,802379,257040,2015-08-08
8909,925755,116205,2015-08-07
463,238199,9877,2015-08-07
13904,1071121,439770,2015-08-08
4825,1150086,448044,2015-08-08
5422,381045,12720,2015-08-08
12218,152963,164828,2015-08-08
7182,152963,206930,2015-08-07
9539,152963,427639,2015-08-07
16458,793091,351397,2015-08-07
9010,934663,465565,2015-08-07
11660,705542,424186,2015-08-07
3790,709263,446820,2015-08-07
15543,642130,461686,2015-08-07
15300,115257,218177,2015-08-07
8869,1214074,406121,2015-08-07
14796,144849,332078,2015-08-07
2641,173863,138427,2015-08-07
11087,938411,15586,2015-08-07
15151,1150086,66648,2015-08-07
6056,1169689,28072,2015-08-07
6056,1169689,266965,2015-08-07
6056,1169689,192043,2015-08-07
4494,152963,95808,2015-08-07
8687,816056,44208,2015-08-07
5870,1150086,190398,2015-08-07
12664,328055,160034,2015-08-08
10166,198045,409770,2015-08-08
6056,1169689,124081,2015-08-07
6056,1169689,171878,2015-08-07
6056,1169689,362495,2015-08-07
15697,819108,176082,2015-08-07
4558,278088,337306,2015-08-07
8650,518659,166358,2015-08-07
7123,654496,364762,2015-08-07
17262,296431,416017,2015-08-07
613,152963,9877,2015-08-07
7339,883655,390645,2015-08-07
7300,359890,145100,2015-08-07
12480,793091,351397,2015-08-07
463,238199,220678,2015-08-07
1153,705542,138834,2015-08-07
2975,407522,307588,2015-08-08
2702,987534,41860,2015-08-08
12148,10685,83168,2015-08-08
3213,875441,259011,2015-08-08
9073,213865,212917,2015-08-07
1644,1084305,48622,2015-08-07
17478,211130,418211,2015-08-07
10052,602886,172068,2015-08-07
613,152963,31980,2015-08-07
1070,969860,432480,2015-08-07
7701,947609,105823,2015-08-07
10000,701145,194356,2015-08-08
2918,171688,363538,2015-08-07
10885,1365706,365889,2015-08-07
9682,847359,442565,2015-08-08
8619,187035,322887,2015-08-08
4139,1210136,456858,2015-08-08
8619,187035,388381,2015-08-08
11087,938411,67714,2015-08-07
14449,615132,128239,2015-08-07
8871,1229650,183758,2015-08-07
10100,449026,62549,2015-08-07
44,6468,378760,2015-08-07
8024,328055,357583,2015-08-08
8024,328055,160034,2015-08-08
12664,328055,263188,2015-08-08
12664,328055,357583,2015-08-08
10516,1197343,9877,2015-08-07
16453,152963,416399,2015-08-07
5569,1360314,174436,2015-08-09
5458,846135,267236,2015-08-09
6080,6390,158666,2015-08-08
6516,743101,256270,2015-08-09
2351,1332844,299222,2015-08-09
6106,821737,106741,2015-08-08
13690,1178073,63074,2015-08-08
13542,670220,349802,2015-08-09
15920,1396078,452361,2015-08-09
5015,952791,316351,2015-08-08
5340,1260012,242910,2015-08-08
15956,1150086,308510,2015-08-08
6509,361066,347617,2015-08-08
12764,1049610,420518,2015-08-09
13690,1178073,90036,2015-08-08
13690,1178073,264221,2015-08-08
14979,789749,233084,2015-08-08
15912,705542,70818,2015-08-08
13690,1178073,188830,2015-08-08
13690,1178073,282820,2015-08-08
7480,379925,257723,2015-08-08
7480,379925,280939,2015-08-08
6091,1011481,235047,2015-08-08
8567,225043,274051,2015-08-08
447,496986,310944,2015-08-09
13406,24644,38122,2015-08-08
13690,1178073,90759,2015-08-08
13690,1178073,45190,2015-08-08
13690,1178073,46391,2015-08-08
13690,1178073,346598,2015-08-08
4095,1134753,120990,2015-08-09
15649,1064358,139978,2015-08-09
3155,134407,263338,2015-08-09
9138,5423,32937,2015-08-09
11315,1107097,159624,2015-08-09
11984,1385073,130709,2015-08-09
9531,1244340,174489,2015-08-09
14611,524680,178274,2015-08-08
13978,946363,27127,2015-08-08
15946,1150086,18265,2015-08-08
10747,873361,223003,2015-08-09
9118,670220,275469,2015-08-09
8740,1369328,356339,2015-08-09
1927,1211344,454818,2015-08-08
16183,1150086,283923,2015-08-08
488,238781,7943,2015-08-09
9265,931900,377635,2015-08-08
13690,1178073,293587,2015-08-08
2693,795171,297765,2015-08-09
11810,1241716,133814,2015-08-08
8567,225043,415833,2015-08-08
14682,1069526,176484,2015-08-08
13978,946363,199857,2015-08-08
13978,946363,44590,2015-08-08
11984,1385073,119736,2015-08-09
5569,1360314,19972,2015-08-09
13690,1178073,199273,2015-08-08
13690,1178073,254052,2015-08-08
13690,1178073,383910,2015-08-08
13690,1178073,322051,2015-08-08
13690,1178073,116514,2015-08-08
13690,1178073,188879,2015-08-08
6105,410801,345279,2015-08-08
3155,134407,431417,2015-08-09
9095,217419,91888,2015-08-09
10639,1000561,459475,2015-08-09
12920,113137,422494,2015-08-10
9207,342244,129643,2015-08-09
7048,134407,263338,2015-08-10
8240,1083373,386704,2015-08-10
16380,142611,345156,2015-08-09
10240,200742,239006,2015-08-10
11289,743308,48030,2015-08-10
7199,632138,441852,2015-08-09
12920,113137,122449,2015-08-10
12296,530559,7716,2015-08-10
2646,1237111,23055,2015-08-09
12909,99962,228644,2015-08-09
10934,1157313,255689,2015-08-10
4062,799716,53516,2015-08-10
14562,555251,127331,2015-08-10
1683,1367544,441852,2015-08-10
1817,653076,441852,2015-08-10
2563,397078,288846,2015-08-09
2433,130492,415833,2015-08-09
8418,822325,77573,2015-08-09
7160,1211924,361463,2015-08-09
12437,226080,355287,2015-08-09
2886,234593,272455,2015-08-09
15656,1152738,44329,2015-08-09
4853,113137,367490,2015-08-09
1582,541411,94187,2015-08-10
10782,427353,183361,2015-08-10
2512,964794,214723,2015-08-09
9991,606338,57275,2015-08-10
14562,555251,303912,2015-08-10
3589,530559,324079,2015-08-10
8888,964794,147955,2015-08-10
4739,594511,138758,2015-08-10
2433,130492,3566,2015-08-09
2433,130492,274051,2015-08-09
15656,1152738,125275,2015-08-09
11861,1127110,256706,2015-08-09
11130,507593,139978,2015-08-10
15996,964794,227406,2015-08-09
3076,1254842,366433,2015-08-09
9095,217419,138982,2015-08-09
1291,138322,196629,2015-08-10
7048,134407,431417,2015-08-10
14774,392507,454818,2015-08-10
14186,705611,408203,2015-08-10
16763,1000093,199101,2015-08-10
7318,1139426,345086,2015-08-09
16296,1152738,44329,2015-08-09
11815,964794,274804,2015-08-09
2646,1237111,16344,2015-08-09
2886,234593,224110,2015-08-09
14663,1323498,461686,2015-08-09
7741,421133,381766,2015-08-09
8020,744123,166106,2015-08-09
15884,839832,262398,2015-08-10
7637,953853,197723,2015-08-11
4586,745504,285995,2015-08-11
1084,382902,255285,2015-08-10
1906,1108631,83995,2015-08-10
2820,1106611,72958,2015-08-10
12200,1150086,354153,2015-08-10
2800,1108631,408203,2015-08-10
11972,810342,36278,2015-08-10
6354,1210136,334401,2015-08-10
12857,91913,248630,2015-08-10
11139,625399,325310,2015-08-10
15382,899857,172894,2015-08-11
16663,1350547,422329,2015-08-11
13775,222411,441852,2015-08-11
4227,412611,380815,2015-08-10
4227,412611,98198,2015-08-10
4227,412611,256618,2015-08-10
10480,346127,465167,2015-08-10
4907,1150086,93831,2015-08-11
11779,1308898,57810,2015-08-11
2503,884923,196923,2015-08-10
16849,772262,240160,2015-08-11
1249,899857,75555,2015-08-10
4868,866887,195901,2015-08-11
1230,1242900,32832,2015-08-11
10108,1301279,263792,2015-08-10
17313,1403769,73123,2015-08-11
15755,899857,280247,2015-08-11
423,152963,73313,2015-08-11
14984,429035,65000,2015-08-11
14984,429035,223582,2015-08-11
11465,242740,390799,2015-08-10
12126,387521,89044,2015-08-11
16931,1172695,432480,2015-08-10
4227,412611,419420,2015-08-10
17531,852252,139918,2015-08-11
15252,152963,171427,2015-08-10
3537,642505,48030,2015-08-11
3956,541685,76196,2015-08-11
17053,528082,130725,2015-08-11
15791,952015,391484,2015-08-11
16126,871359,219512,2015-08-11
321,555265,124055,2015-08-10
12539,100198,186933,2015-08-10
13504,336596,15283,2015-08-10
6354,1210136,1684,2015-08-10
14689,1108631,21970,2015-08-10
9274,641943,444968,2015-08-11
14299,1166692,372845,2015-08-11
14539,1108631,448727,2015-08-10
4227,412611,283772,2015-08-10
4227,412611,450641,2015-08-10
4227,412611,278059,2015-08-10
4227,412611,259510,2015-08-10
4227,412611,254955,2015-08-10
10480,346127,296896,2015-08-10
10480,346127,168504,2015-08-10
6698,1350547,422329,2015-08-11
14984,429035,43743,2015-08-11
8901,530559,257040,2015-08-10
1906,1108631,184575,2015-08-10
12486,132829,335457,2015-08-11
3927,152963,439956,2015-08-11
12009,1323187,12836,2015-08-11
11594,1365706,462592,2015-08-10
9963,1108631,234255,2015-08-10
978,1083373,200947,2015-08-10
6354,1210136,456858,2015-08-10
1110,1083373,139706,2015-08-10
17477,1003058,156552,2015-08-10
5261,1083373,369933,2015-08-10
7372,1108631,209659,2015-08-10
17264,711118,462206,2015-08-11
676,122239,426129,2015-08-11
14984,429035,288340,2015-08-11
14984,429035,211299,2015-08-11
15382,899857,223003,2015-08-11
9703,56645,178935,2015-08-10
3762,1033504,10412,2015-08-10
4227,412611,108417,2015-08-10
4227,412611,374599,2015-08-10
15773,594399,336855,2015-08-10
551,25081,74296,2015-08-10
4735,402224,244010,2015-08-11
2135,425356,59873,2015-08-10
6354,1210136,176669,2015-08-10
2286,152963,360825,2015-08-11
2166,1112020,197980,2015-08-11
4629,80635,250015,2015-08-10
7832,222425,461686,2015-08-10
3969,152963,90487,2015-08-11
4227,412611,157743,2015-08-10
